Name,Year,Forgien?,Offensive Rating,Defensive Rating
Max Christie,2023-24,False,109.2,110.3
Miles McBride,2023-24,False,110.0,109.6
Rui Hachimura,2023-24,True,116.3,113.4
Al Horford,2023-24,True,120.9,109.5
Devin Booker,2023-24,False,120.2,114.6
Duop Reath,2023-24,True,110.1,117.0
Joe Ingles,2023-24,True,115.9,110.3
Santi Aldama,2023-24,True,106.2,114.6
Trayce Jackson-Davis,2023-24,False,114.7,113.0
Cam Thomas,2023-24,True,111.6,116.7
Karl-Anthony Towns,2023-24,False,116.5,108.5
Scottie Barnes,2023-24,False,112.6,115.8
Bennedict Mathurin,2023-24,True,115.0,117.9
CJ McCollum,2023-24,False,115.9,111.8
Doug McDermott,2023-24,False,110.3,121.6
Dwight Powell,2023-24,True,116.9,113.7
Garrison Mathews,2023-24,False,112.1,114.8
Haywood Highsmith,2023-24,False,110.5,109.9
Moses Moody,2023-24,False,113.2,110.5
Day'Ron Sharpe,2023-24,False,114.3,107.6
Sam Merrill,2023-24,False,111.8,110.3
Terry Rozier,2023-24,False,110.1,116.9
Caleb Martin,2023-24,False,112.5,111.2
Goga Bitadze,2023-24,True,112.6,110.0
JT Thor,2023-24,False,106.4,110.9
Jalen Duren,2023-24,False,109.8,116.7
KJ Martin,2023-24,False,112.2,112.0
Trendon Watford,2023-24,False,112.5,112.5
Amen Thompson,2023-24,False,110.3,109.1
Caleb Houstan,2023-24,True,109.7,111.0
Cameron Johnson,2023-24,False,111.7,114.8
Daniel Theis,2023-24,True,116.8,114.8
Dennis Smith Jr.,2023-24,False,109.9,109.9
Isaiah Jackson,2023-24,False,113.2,112.1
James Wiseman,2023-24,False,105.0,118.6
Josh Okogie,2023-24,True,113.3,111.3
Kyle Lowry,2023-24,False,110.9,112.5
Larry Nance Jr.,2023-24,False,112.3,108.6
Luke Kornet,2023-24,False,119.4,110.1
Scoot Henderson,2023-24,False,107.5,120.5
Blake Wesley,2023-24,False,105.2,113.4
Chris Duarte,2023-24,True,110.9,114.5
Dereck Lively II,2023-24,False,120.6,115.6
Jalen Smith,2023-24,False,119.0,118.4
John Konchar,2023-24,False,106.3,112.2
Jordan Clarkson,2023-24,False,113.9,119.7
Kris Murray,2023-24,False,107.0,112.5
Lauri Markkanen,2023-24,True,117.6,116.9
Onyeka Okongwu,2023-24,False,118.1,119.0
Bryce McGowens,2023-24,False,104.4,116.6
Dean Wade,2023-24,False,111.9,103.5
Dyson Daniels,2023-24,True,115.9,110.9
Gradey Dick,2023-24,False,105.6,119.5
Jamal Murray,2023-24,True,119.3,112.3
Jerami Grant,2023-24,False,107.8,117.5
Josh Green,2023-24,True,118.3,118.9
Lonnie Walker IV,2023-24,False,113.6,111.4
Nicolas Batum,2023-24,True,117.8,113.1
RJ Barrett,2023-24,True,114.1,117.1
Vasilije Micic,2023-24,True,111.8,112.8
Dalen Terry,2023-24,False,114.8,111.5
Jimmy Butler,2023-24,False,116.4,110.3
Keita Bates-Diop,2023-24,False,109.3,113.1
Kristaps Porzingis,2023-24,True,121.7,110.0
Kyrie Irving,2023-24,True,119.4,113.4
Mo Bamba,2023-24,False,108.1,111.3
Zeke Nnaji,2023-24,False,102.2,114.9
Darius Garland,2023-24,False,113.8,111.3
Jalen Johnson,2023-24,False,114.2,115.6
Jonathan Isaac,2023-24,False,113.5,101.5
Justin Holiday,2023-24,False,112.9,110.0
Troy Brown Jr.,2023-24,False,107.8,113.9
Vince Williams Jr.,2023-24,False,108.4,111.4
AJ Green,2023-24,False,114.6,111.6
Ben Sheppard,2023-24,False,117.6,114.5
Chris Paul,2023-24,False,113.4,111.5
De'Andre Hunter,2023-24,False,118.1,118.1
Donovan Mitchell,2023-24,False,115.9,108.4
Jordan Goodwin,2023-24,False,105.0,110.1
Jose Alvarado,2023-24,False,117.1,105.1
Quentin Grimes,2023-24,False,108.1,109.1
Trae Young,2023-24,False,116.3,118.9
Trey Lyles,2023-24,True,118.3,111.7
Ziaire Williams,2023-24,False,102.5,112.4
Andre Jackson Jr.,2023-24,False,113.8,119.0
Bojan Bogdanovic,2023-24,True,109.7,121.1
Chris Boucher,2023-24,True,116.0,113.6
Christian Wood,2023-24,False,109.9,109.9
Draymond Green,2023-24,False,115.6,111.1
Jakob Poeltl,2023-24,True,113.6,114.2
Keon Ellis,2023-24,False,117.1,108.2
Khris Middleton,2023-24,False,119.2,114.3
Marvin Bagley III,2023-24,False,109.5,115.5
Trey Murphy III,2023-24,False,114.7,107.5
Dante Exum,2023-24,True,120.9,112.1
Deandre Ayton,2023-24,True,107.8,116.1
Jock Landale,2023-24,True,113.9,103.8
Jordan McLaughlin,2023-24,False,109.6,100.9
Kessler Edwards,2023-24,False,98.7,105.3
Oshae Brissett,2023-24,True,119.1,106.2
Craig Porter Jr.,2023-24,False,112.0,113.8
Dalano Banton,2023-24,True,105.6,116.5
Gary Harris,2023-24,False,113.4,110.1
Kevin Love,2023-24,False,114.8,109.2
Wendell Carter Jr.,2023-24,False,110.2,108.2
Xavier Tillman,2023-24,False,106.6,109.3
Mike Muscala,2023-24,False,107.1,114.7
Nick Smith Jr.,2023-24,False,102.3,115.0
Shake Milton,2023-24,False,104.7,109.5
Talen Horton-Tucker,2023-24,False,112.8,118.3
Torrey Craig,2023-24,False,110.1,118.4
Anfernee Simons,2023-24,False,109.9,120.5
Bradley Beal,2023-24,False,116.7,114.1
Cam Reddish,2023-24,False,110.2,112.2
Danilo Gallinari,2023-24,True,110.5,119.0
Gordon Hayward,2023-24,False,111.9,119.9
Isaiah Stewart,2023-24,False,110.3,114.5
Jordan Nwora,2023-24,False,103.8,115.5
Julius Randle,2023-24,False,119.7,113.8
Landry Shamet,2023-24,False,109.3,119.2
MarJon Beauchamp,2023-24,False,113.6,114.5
Tristan Thompson,2023-24,True,114.9,113.0
Anthony Gill,2023-24,False,114.7,106.3
Jaden Springer,2023-24,False,109.1,113.5
Johnny Davis,2023-24,False,103.4,112.4
Johnny Davis,2023-24,False,103.4,112.4
Julian Strawther,2023-24,False,105.5,116.0
Marcus Morris Sr.,2023-24,False,111.3,114.2
Chimezie Metu,2023-24,False,106.7,113.0
Delon Wright,2023-24,False,109.4,110.9
Evan Mobley,2023-24,False,110.4,109.4
Jae Crowder,2023-24,False,112.9,114.5
Jalen McDaniels,2023-24,False,101.4,113.5
OG Anunoby,2023-24,True,117.7,107.2
Seth Curry,2023-24,False,110.6,107.5
Chuma Okeke,2023-24,False,99.9,107.8
Ish Smith,2023-24,False,101.7,119.2
JaVale McGee,2023-24,False,108.0,111.7
Jericho Sims,2023-24,False,108.1,110.3
Josh Richardson,2023-24,False,108.7,113.7
Patrick Williams,2023-24,False,114.3,115.5
Desmond Bane,2023-24,False,108.2,115.4
Killian Hayes,2023-24,True,106.5,117.6
Omer Yurtseven,2023-24,True,103.5,115.0
Alex Len,2023-24,True,117.1,100.2
GG Jackson,2023-24,False,102.5,111.1
Cam Whitmore,2023-24,False,109.4,111.1
Cody Zeller,2023-24,False,115.1,106.8
Gary Payton II,2023-24,False,113.5,109.5
Julian Phillips,2023-24,False,112.1,111.7
Nassir Little,2023-24,False,104.0,112.4
Richaun Holmes,2023-24,False,108.1,115.8
Sandro Mamukelashvili,2023-24,True,108.6,104.1
Jacob Gilyard,2023-24,False,106.3,117.8
Kobe Brown,2023-24,False,110.5,120.0
Malcolm Brogdon,2023-24,False,110.7,114.5
Mason Plumlee,2023-24,False,117.9,116.1
Nikola Jovic,2023-24,True,116.8,105.8
Bruno Fernando,2023-24,True,110.5,111.5
Luke Kennard,2023-24,False,106.7,115.0
Maxi Kleber,2023-24,True,116.2,112.3
Bismack Biyombo,2023-24,True,110.7,114.7
Bol Bol,2023-24,True,111.1,109.2
Davis Bertans,2023-24,True,106.2,113.3
Eugene Omoruyi,2023-24,True,96.7,113.6
Jalen Wilson,2023-24,False,114.2,115.6
Luka Samanic,2023-24,True,107.3,110.0
Reggie Bullock Jr.,2023-24,False,108.2,111.1
Sasha Vezenkov,2023-24,True,114.2,111.9
Thomas Bryant,2023-24,False,112.4,111.3
A.J. Lawson,2023-24,True,111.4,106.9
De'Anthony Melton,2023-24,False,121.9,111.9
Markelle Fultz,2023-24,False,108.5,106.6
Trent Forrest,2023-24,False,105.0,114.4
Tyler Herro,2023-24,False,112.0,112.7
Damian Jones,2023-24,False,97.3,112.3
DeAndre Jordan,2023-24,False,106.1,115.7
Furkan Korkmaz,2023-24,True,116.5,110.2
Joel Embiid,2023-24,True,120.4,110.5
Lamar Stevens,2023-24,False,103.9,105.0
Olivier-Maxence Prosper,2023-24,True,102.6,112.9
Skylar Mays,2023-24,False,103.9,115.0
Danuel House Jr.,2023-24,False,109.9,107.7
Jared Butler,2023-24,False,106.7,110.2
Svi Mykhailiuk,2023-24,True,117.7,104.6
Taylor Hendricks,2023-24,False,109.6,118.3
Tre Mann,2023-24,False,105.0,112.9
Wesley Matthews,2023-24,False,109.6,115.5
Yuta Watanabe,2023-24,True,107.4,114.7
Bones Hyland,2023-24,False,107.5,111.6
Dominick Barlow,2023-24,False,113.3,117.8
Jeremiah Robinson-Earl,2023-24,False,107.6,107.7
Lester Quinones,2023-24,False,109.6,108.8
Orlando Robinson,2023-24,False,114.3,109.4
Lindy Waters III,2023-24,False,102.3,106.7
Patrick Baldwin Jr.,2023-24,False,101.9,106.2
Rayan Rupert,2023-24,True,106.1,115.7
Shaedon Sharpe,2023-24,True,105.8,116.0
Jarace Walker,2023-24,False,117.8,115.7
Kevin Knox II,2023-24,False,109.4,117.2
Ousmane Dieng,2023-24,True,110.3,109.5
Terry Taylor,2023-24,False,107.1,104.4
Jake LaRavia,2023-24,False,102.3,111.8
Patty Mills,2023-24,True,111.6,108.1
Jarred Vanderbilt,2023-24,False,113.6,109.4
Maxwell Lewis,2023-24,False,72.6,108.3
Robert Covington,2023-24,False,115.6,103.6
Thaddeus Young,2023-24,False,116.8,117.8
Thanasis Antetokounmpo,2023-24,True,100.7,110.7
Cody Martin,2023-24,False,106.4,116.9
Justin Minaya,2023-24,False,98.9,103.6
Brandon Boston Jr.,2023-24,False,103.8,123.0
Ricky Council IV,2023-24,False,111.5,112.1
Brice Sensabaugh,2023-24,False,110.4,124.9
Cory Joseph,2023-24,True,114.2,117.2
Evan Fournier,2023-24,True,97.5,108.3
Jontay Porter,2023-24,False,105.8,115.0
Josh Minott,2023-24,False,97.6,101.3
Kira Lewis Jr.,2023-24,False,98.5,106.7
Monte Morris,2023-24,False,110.8,105.9
Neemias Queta,2023-24,True,128.9,108.8
Nathan Mensah,2023-24,True,94.9,114.5
P.J. Tucker,2023-24,False,109.4,112.2
Zach LaVine,2023-24,False,109.9,115.3
Colby Jones,2023-24,False,105.4,110.1
Collin Gillespie,2023-24,False,111.7,109.2
Derrick Rose,2023-24,False,103.9,107.7
Jalen Pickett,2023-24,False,102.9,106.3
Matt Ryan,2023-24,False,109.4,106.8
Mitchell Robinson,2023-24,False,116.7,113.8
Stanley Umude,2023-24,False,104.1,113.8
Isaiah Livers,2023-24,False,106.1,125.4
Garrett Temple,2023-24,False,101.8,108.4
Harry Giles III,2023-24,False,110.1,123.8
Jamal Cain,2023-24,False,107.0,108.6
LaMelo Ball,2023-24,False,111.8,120.2
Leaky Black,2023-24,False,104.9,113.1
Markieff Morris,2023-24,False,103.4,118.3
Tari Eason,2023-24,False,112.6,103.1
Admiral Schofield,2023-24,True,89.6,97.6
Aleksej Pokusevski,2023-24,True,101.1,119.1
Ibou Badji,2023-24,True,95.3,113.3
Jalen Hood-Schifino,2023-24,False,88.9,111.9
Saben Lee,2023-24,False,105.8,101.1
Gui Santos,2023-24,True,112.2,109.3
Luka Garza,2023-24,False,99.6,113.4
Marcus Smart,2023-24,False,108.5,109.2
Moses Brown,2023-24,False,104.2,119.6
Ryan Arcidiacono,2023-24,False,82.1,80.0
Braxton Key,2023-24,False,96.9,103.1
Charles Bassey,2023-24,True,105.1,116.7
Jerome Robinson,2023-24,False,108.5,93.2
Mark Williams,2023-24,False,115.2,116.4
Onuralp Bitim,2023-24,True,106.8,114.0
Wendell Moore Jr.,2023-24,False,88.9,110.5
AJ Griffin,2023-24,False,109.7,119.5
Nate Williams,2023-24,False,114.4,106.6
Nate Williams,2023-24,False,114.4,106.6
Trey Jemison,2023-24,False,108.7,111.8
Ashton Hagans,2023-24,False,106.4,107.2
Chris Livingston,2023-24,False,109.0,117.4
Devonte' Graham,2023-24,False,113.7,108.4
Jay Huff,2023-24,False,89.9,102.0
Kenneth Lofton Jr.,2023-24,False,103.4,106.3
Noah Clowney,2023-24,False,112.1,111.9
Taj Gibson,2023-24,False,103.8,109.6
Theo Maledon,2023-24,True,107.8,121.6
DaQuan Jeffries,2023-24,False,89.4,92.7
Dylan Windler,2023-24,False,111.1,105.7
Joe Harris,2023-24,False,104.9,119.4
Robin Lopez,2023-24,False,95.8,115.9
Ben Simmons,2023-24,True,109.6,113.0
Cole Swider,2023-24,False,102.4,109.5
Javon Freeman-Liberty,2023-24,False,103.0,119.2
Jules Bernard,2023-24,False,108.3,106.8
Otto Porter Jr.,2023-24,False,112.2,107.5
Tosan Evbuomwan,2023-24,True,103.3,118.3
Vit Krejci,2023-24,True,120.9,117.9
Hunter Tyson,2023-24,False,105.5,102.3
James Bouknight,2023-24,False,107.8,115.2
Jett Howard,2023-24,False,95.7,98.3
Johnny Juzang,2023-24,False,113.3,114.7
Olivier Sarr,2023-24,True,109.1,104.0
Scotty Pippen Jr.,2023-24,False,103.1,113.1
Udoka Azubuike,2023-24,True,108.8,126.0
Emoni Bates,2023-24,False,95.2,122.6
Kendall Brown,2023-24,False,79.8,108.5
Trevelin Queen,2023-24,False,108.2,108.3
Boban Marjanovic,2023-24,True,98.4,119.7
Brandon Williams,2023-24,False,93.8,114.7
Brandon Williams,2023-24,False,93.8,114.7
Daishen Nix,2023-24,False,117.8,101.2
Micah Potter,2023-24,False,100.0,106.2
Terquavion Smith,2023-24,False,118.2,117.9
Colin Castleton,2023-24,False,85.0,122.6
Jared Rhoden,2023-24,False,111.4,116.9
Jermaine Samuels Jr.,2023-24,False,105.1,115.5
Juan Toscano-Anderson,2023-24,False,99.1,99.2
Leonard Miller,2023-24,True,85.3,104.2
Moussa Diabate,2023-24,True,117.7,121.1
Nate Hinton,2023-24,False,112.9,100.8
Armoni Brooks,2023-24,False,127.7,114.0
Ish Wainright,2023-24,False,78.7,86.0
Jalen Slawson,2023-24,False,98.5,116.9
Justin Champagnie,2023-24,False,105.3,117.2
Kobe Bufkin,2023-24,False,108.0,104.0
Ryan Rollins,2023-24,False,120.8,82.0
DeJon Jarreau,2023-24,False,102.9,107.5
Dru Smith,2023-24,False,97.4,112.5
Ja Morant,2023-24,False,111.0,111.1
Jacob Toppin,2023-24,False,98.7,118.4
Jaylen Nowell,2023-24,False,108.2,108.8
Keyontae Johnson,2023-24,False,100.0,105.8
Mouhamadou Gueye,2023-24,False,74.7,106.7
Seth Lundy,2023-24,False,102.7,114.4
Xavier Moon,2023-24,False,75.0,119.2
Amari Bailey,2023-24,False,107.8,104.8
Charlie Brown Jr.,2023-24,False,104.1,105.1
E.J. Liddell,2023-24,False,98.1,109.8
James Johnson,2023-24,False,114.8,115.9
Jordan Miller,2023-24,False,95.2,119.7
Matt Hurt,2023-24,False,98.7,104.8
Oscar Tshiebwe,2023-24,True,114.9,98.9
R.J. Hampton,2023-24,False,118.4,107.8
T.J. Warren,2023-24,False,110.4,101.3
D'Moi Hodge,2023-24,True,86.4,130.6
Jahmi'us Ramsey,2023-24,False,100.4,110.8
Jeff Dowtin Jr.,2023-24,False,117.8,108.9
Sidy Cissoko,2023-24,True,104.8,85.9
Dereon Seabron,2023-24,False,118.8,92.5
Gabe Vincent,2023-24,False,101.0,102.7
Greg Brown III,2023-24,False,101.1,110.6
Isaiah Mobley,2023-24,False,106.9,114.6
JD Davison,2023-24,False,112.5,70.4
Jamaree Bouyea,2023-24,False,80.3,100.0
Jordan Ford,2023-24,False,128.9,100.0
Jordan Walsh,2023-24,False,130.8,81.9
Robert Williams III,2023-24,False,101.6,114.9
Tristan Vukcevic,2023-24,True,100.7,94.9
Adama Sanogo,2023-24,True,90.3,6.9
Buddy Boeheim,2023-24,False,115.2,105.0
Frank Ntilikina,2023-24,True,121.3,121.1
Mamadi Diakite,2023-24,True,92.0,86.0
Maozinha Pereira,2023-24,True,92.4,96.6
Marques Bolden,2023-24,False,107.2,120.0
TyTy Washington Jr.,2023-24,False,75.0,84.8
Wenyen Gabriel,2023-24,True,89.0,96.4
Alex Fudge,2023-24,False,60.6,137.9
Alondes Williams,2023-24,False,64.3,107.7
D.J. Carton,2023-24,False,81.5,122.8
Dexter Dennis,2023-24,False,89.0,100.0
Jason Preston,2023-24,False,123.4,93.9
Keon Johnson,2023-24,False,123.3,144.2
Kobi Simmons,2023-24,False,94.2,116.5
Mason Jones,2023-24,False,100.0,93.6
Pete Nance,2023-24,False,94.7,73.7
Brandon Clarke,2023-24,True,112.1,99.2
Darius Bazley,2023-24,False,121.1,126.3
Filip Petrusev,2023-24,True,110.0,80.0
Javonte Green,2023-24,False,124.2,104.1
Lindell Wigginton,2023-24,True,64.7,131.3
Pat Spencer,2023-24,False,83.3,90.9
Shaquille Harrison,2023-24,False,46.2,121.4
Taze Moore,2023-24,False,121.4,111.5
Usman Garuba,2023-24,True,85.0,129.4
Andrew Funk,2023-24,False,160.0,0.0
D.J. Wilson,2023-24,False,120.0,117.2
Danny Green,2023-24,False,114.6,120.5
Dariq Whitehead,2023-24,False,110.9,153.7
Dmytro Skapintsev,2023-24,True,75.0,60.0
Hamidou Diallo,2023-24,False,81.8,50.0
Isaiah Thomas,2023-24,False,115.8,122.2
Joshua Primo,2023-24,True,91.7,104.5
Justin Jackson,2023-24,False,0.0,0.0
Kevon Harris,2023-24,False,142.9,133.3
Mouhamed Gueye,2023-24,True,10.0,127.3
Ty Jerome,2023-24,False,106.7,143.8
Adam Flagler,2023-24,False,100.0,100.0
Drew Peterson,2023-24,False,160.0,100.0
Henri Drell,2023-24,True,150.0,100.0
Isaiah Wong,2023-24,False,75.0,122.2
Izaiah Brockington,2023-24,False,150.0,100.0
Jalen Crutcher,2023-24,False,120.0,100.0
Javonte Smart,2023-24,False,0.0,150.0
Kaiser Gates,2023-24,False,81.3,88.2
Malcolm Cazalon,2023-24,True,183.3,100.0
Markquis Nowell,2023-24,False,128.6,62.5
Quenton Jackson,2023-24,False,0.0,120.0
Ron Harper Jr.,2023-24,False,100.0,188.9
Zavier Simpson,2023-24,False,152.6,89.5
